37,11
478,11
524,11
605,11
4,12
17,12
31,12
34,12
39,12
43,12
47,12
54,12
65,12
85,12
93,12
98,12
102,12
106,12
109,12
111,12
117,12
121,12
128,12
146,12
149,12
157,12
171,12
175,12
182,12
183,12
184,12
194,12
205,12
213,12
240,12
248,12
265,12
273,12
274,12
276,12
289,12
291,12
295,12
308,12
313,12
322,12
323,12
336,12
340,12
348,12
361,12
365,12
366,12
367,12
368,12
369,12
372,12
376,12
383,12
403,12
407,12
408,12
429,12
435,12
437,12
443,12
451,12
452,12
454,12
463,12
482,12
484,12
491,12
499,12
513,12
535,12
536,12
539,12
556,12
560,12
564,12
566,12
575,12
577,12
587,12
596,12
615,12
622,12
631,12
639,12
643,12
649,12
660,12
676,12
683,12
686,12
688,12
707,12
709,12
719,12
720,12
728,12
733,12
738,12
749,12
754,12
755,12
756,12
762,12
788,12
792,12
793,12
803,12
805,12
809,12
823,12
824,12
845,12
859,12
862,12
865,12
866,12
870,12
871,12
881,12
885,12
888,12
892,12
924,12
926,12
938,12
962,12
970,12
980,12
985,12
986,12
990,12
992,12
1008,12
1011,12
1012,12
1014,12
1016,12
1018,12
1019,12
1031,12
1036,12
1048,12
1061,12
1065,12
1069,12
1074,12
1084,12
1091,12
1093,12
1097,12
1111,12
1113,12
249,26
580,30
913,30
6,36
61,36
440,37
74,39
203,39
421,39
807,39
979,39
1085,45
18,52
45,52
52,52
131,52
159,52
165,52
173,52
178,52
220,52
239,52
262,52
287,52
300,52
318,52
332,52
333,52
351,52
355,52
380,52
386,52
414,52
418,52
453,52
480,52
497,52
503,52
590,52
599,52
608,52
637,52
640,52
682,52
691,52
695,52
697,52
722,52
767,52
770,52
790,52
800,52
848,52
896,52
905,52
956,52
968,52
983,52
997,52
1114,52
1117,52
282,54
306,54
344,54
398,54
498,54
574,54
685,54
752,54
815,54
914,54
1013,54
1047,54
58,57
179,57
190,57
244,57
272,57
393,57
433,57
475,57
494,57
801,57
826,57
915,57
948,57
1037,57
1064,57
362,66
1062,66
1075,66
12,67
63,67
73,67
104,67
122,67
189,67
210,67
218,67
288,67
328,67
455,67
511,67
522,67
533,67
576,67
578,67
609,67
613,67
655,67
674,67
706,67
731,67
739,67
768,67
818,67
857,67
875,67
978,67
996,67
1042,67
1053,67
301,68
663,68
2,94
91,94
144,94
193,94
241,94
260,94
284,94
477,94
546,94
603,94
612,94
623,94
657,94
692,94
726,94
774,94
883,94
5,99
7,99
13,99
16,99
19,99
20,99
22,99
23,99
24,99
25,99
27,99
35,99
36,99
38,99
51,99
53,99
66,99
67,99
76,99
77,99
78,99
87,99
95,99
100,99
110,99
113,99
119,99
130,99
133,99
138,99
139,99
140,99
147,99
148,99
160,99
163,99
174,99
185,99
188,99
192,99
197,99
199,99
201,99
204,99
206,99
217,99
225,99
229,99
235,99
236,99
242,99
243,99
246,99
247,99
251,99
253,99
259,99
271,99
275,99
280,99
281,99
286,99
293,99
294,99
296,99
311,99
312,99
315,99
320,99
324,99
338,99
347,99
352,99
364,99
370,99
371,99
384,99
388,99
389,99
391,99
394,99
395,99
396,99
397,99
399,99
405,99
406,99
409,99
411,99
412,99
420,99
426,99
428,99
431,99
432,99
439,99
441,99
444,99
447,99
449,99
457,99
458,99
460,99
465,99
466,99
474,99
479,99
493,99
509,99
512,99
514,99
515,99
516,99
517,99
520,99
523,99
525,99
537,99
543,99
544,99
552,99
559,99
568,99
569,99
572,99
573,99
584,99
585,99
588,99
589,99
594,99
595,99
602,99
606,99
617,99
619,99
621,99
629,99
630,99
635,99
641,99
647,99
648,99
652,99
659,99
661,99
666,99
667,99
668,99
677,99
680,99
689,99
693,99
698,99
701,99
702,99
708,99
712,99
730,99
732,99
735,99
737,99
740,99
742,99
747,99
750,99
751,99
759,99
761,99
766,99
772,99
778,99
787,99
802,99
804,99
808,99
812,99
813,99
825,99
827,99
828,99
830,99
833,99
834,99
837,99
840,99
843,99
846,99
849,99
853,99
856,99
864,99
877,99
882,99
886,99
889,99
890,99
891,99
893,99
898,99
899,99
903,99
904,99
910,99
918,99
923,99
925,99
929,99
933,99
934,99
937,99
939,99
941,99
946,99
959,99
965,99
967,99
973,99
974,99
975,99
987,99
993,99
994,99
998,99
1000,99
1004,99
1009,99
1010,99
1028,99
1032,99
1035,99
1043,99
1045,99
1050,99
1057,99
1067,99
1070,99
1071,99
1077,99
1078,99
1082,99
1087,99
1096,99
1098,99
1099,99
1100,99
1101,99
1103,99
1104,99
1106,99
1107,99
1116,99
15,105
307,105
530,105
1005,105
1,108
29,108
59,108
592,108
665,108
776,108
784,108
932,108
591,116
715,116
876,116
1024,116
1055,116
483,125
716,125
1044,127
796,137
895,137
112,139
500,139
662,139
690,139
900,139
953,139
342,160
269,161
542,166
999,166
150,176
208,179
303,179
327,179
430,179
510,179
673,179
699,179
799,179
902,179
940,179
1021,179
1086,179
215,180
305,187
748,191
108,202
172,202
198,202
216,202
231,202
233,202
549,202
554,202
555,202
646,202
729,202
887,202
964,202
1007,202
1027,202
10,230
238,230
456,230
473,230
502,230
642,230
922,230
984,230
1059,230
141,232
222,232
290,232
316,232
467,232
651,232
781,232
794,232
838,232
906,232
951,232
972,232
581,234
9,236
30,236
32,236
41,236
42,236
44,236
49,236
50,236
55,236
56,236
57,236
62,236
64,236
69,236
71,236
80,236
84,236
90,236
92,236
96,236
101,236
103,236
105,236
118,236
120,236
124,236
125,236
126,236
127,236
132,236
134,236
143,236
145,236
153,236
156,236
158,236
164,236
169,236
176,236
191,236
200,236
211,236
214,236
226,236
228,236
232,236
234,236
237,236
245,236
250,236
257,236
261,236
263,236
264,236
266,236
268,236
270,236
277,236
297,236
302,236
304,236
309,236
310,236
326,236
335,236
343,236
346,236
349,236
350,236
354,236
359,236
360,236
373,236
375,236
377,236
381,236
382,236
385,236
390,236
392,236
400,236
402,236
410,236
413,236
415,236
417,236
438,236
464,236
471,236
481,236
488,236
489,236
506,236
518,236
519,236
532,236
538,236
550,236
551,236
557,236
558,236
562,236
563,236
565,236
570,236
571,236
593,236
600,236
604,236
611,236
624,236
627,236
632,236
633,236
634,236
636,236
644,236
645,236
654,236
658,236
671,236
672,236
679,236
694,236
696,236
700,236
703,236
710,236
714,236
718,236
724,236
725,236
727,236
734,236
745,236
746,236
760,236
763,236
765,236
769,236
775,236
783,236
791,236
811,236
814,236
816,236
819,236
820,236
822,236
832,236
842,236
844,236
847,236
860,236
863,236
868,236
869,236
872,236
873,236
874,236
878,236
879,236
880,236
884,236
901,236
908,236
909,236
911,236
917,236
920,236
921,236
927,236
930,236
935,236
942,236
943,236
945,236
958,236
961,236
963,236
969,236
982,236
988,236
991,236
995,236
1015,236
1017,236
1020,236
1022,236
1025,236
1030,236
1034,236
1039,236
1052,236
1054,236
1056,236
1063,236
1066,236
1076,236
1079,236
1080,236
1083,236
1088,236
1089,236
1094,236
1095,236
1102,236
1108,236
1109,236
170,245
919,245
831,248
947,248
68,249
492,249
721,249
279,254
8,257
168,257
356,257
534,257
541,257
586,257
912,257
26,266
181,274
462,287
504,287
548,287
981,287
1026,287
0,293
21,293
72,293
107,293
152,293
154,293
186,293
196,293
221,293
252,293
267,293
298,293
319,293
325,293
357,293
378,293
459,293
469,293
496,293
501,293
507,293
508,293
526,293
545,293
547,293
601,293
610,293
650,293
678,293
736,293
758,293
764,293
777,293
789,293
839,293
855,293
867,293
894,293
954,293
971,293
1040,293
1041,293
1060,293
1072,293
713,296
207,300
553,310
835,312
202,317
212,317
374,317
450,317
704,317
744,317
753,317
780,317
955,317
1058,317
404,329
1073,333
487,334
616,334
669,334
957,341
1115,342
135,343
195,344
785,344
89,346
162,346
167,346
278,346
292,346
363,346
419,346
476,346
527,346
579,346
583,346
618,346
620,346
653,346
821,346
829,346
850,346
1002,346
1029,346
88,358
115,358
224,358
434,358
717,358
1001,358
1033,358
1049,358
1051,358
1081,358
94,362
136,362
166,362
223,362
258,362
285,362
330,362
345,362
379,362
422,362
425,362
436,362
445,362
448,362
470,362
607,362
625,362
628,362
638,362
664,362
723,362
741,362
771,362
782,362
798,362
806,362
851,362
897,362
936,362
944,362
952,362
1003,362
1038,362
485,379
46,390
810,399
11,410
40,410
70,410
129,410
137,410
209,410
331,410
334,410
337,410
427,410
442,410
461,410
505,410
529,410
656,410
675,410
681,410
687,410
711,410
757,410
779,410
854,410
907,410
931,410
960,410
976,410
1068,410
1105,410
1110,410
230,415
743,415
254,420
387,420
446,432
339,434
528,434
582,434
598,434
28,436
60,436
75,436
79,436
82,436
99,436
123,436
161,436
180,436
187,436
219,436
283,436
299,436
423,436
424,436
495,436
614,436
684,436
817,436
841,436
852,436
861,436
916,436
1023,436
1090,436
401,452
521,452
97,454
472,460
255,466
151,469
155,469
486,469
561,469
786,469
1046,469
227,470
626,471
3,475
14,475
33,475
48,475
83,475
86,475
114,475
177,475
256,475
317,475
329,475
353,475
358,475
416,475
490,475
531,475
540,475
567,475
597,475
670,475
705,475
773,475
795,475
797,475
836,475
858,475
928,475
949,475
950,475
966,475
977,475
989,475
1006,475
1092,475
1112,475
116,479
341,479
142,493
468,493
314,504
81,509
321,537
