37,11
4,12
17,12
31,12
34,12
39,12
43,12
47,12
54,12
65,12
85,12
93,12
98,12
6,36
61,36
74,39
18,52
45,52
52,52
58,57
12,67
63,67
73,67
2,94
91,94
5,99
7,99
13,99
16,99
19,99
20,99
22,99
23,99
24,99
25,99
27,99
35,99
36,99
38,99
51,99
53,99
66,99
67,99
76,99
77,99
78,99
87,99
95,99
15,105
1,108
29,108
59,108
10,230
9,236
30,236
32,236
41,236
42,236
44,236
49,236
50,236
55,236
56,236
57,236
62,236
64,236
69,236
71,236
80,236
84,236
90,236
92,236
96,236
68,249
8,257
26,266
0,293
21,293
72,293
89,346
88,358
94,362
46,390
11,410
40,410
70,410
28,436
60,436
75,436
79,436
82,436
99,436
97,454
3,475
14,475
33,475
48,475
83,475
86,475
81,509
