728,0,1
3714,0,0
160,1,1
1191,1,0
1239,1,1
1241,1,0
2436,1,0
2632,1,1
78,2,1
325,2,1
972,2,0
2231,2,1
2516,2,1
2577,2,0
892,3,1
2100,3,1
1169,4,1
3685,4,1
101,5,1
516,6,1
1512,6,0
2039,6,0
551,7,1
1532,7,1
3849,7,1
1315,8,1
3504,8,1
1488,9,1
3529,9,0
520,10,1
963,10,1
2596,10,1
641,11,0
1235,11,0
2316,11,0
2367,11,1
76,12,1
1520,12,1
1818,12,1
2623,12,1
3623,12,1
1551,13,1
22,14,1
274,14,1
882,14,1
1003,14,1
1241,14,0
1389,14,0
2156,14,0
2669,14,1
2863,14,0
3197,14,1
3296,14,0
1163,15,1
1534,15,1
2613,15,1
3391,15,1
3863,15,0
163,16,1
795,16,0
1121,16,1
1253,16,1
1268,16,1
1499,16,1
1801,16,1
3629,16,1
170,17,1
321,17,1
1891,17,0
3545,17,1
1419,18,1
1126,19,1
1801,19,1
433,20,0
850,20,1
1667,20,1
2244,20,1
2253,20,1
3187,20,1
61,21,1
256,21,1
366,21,0
1081,21,1
1607,21,0
2367,21,1
3582,21,0
14,22,1
1018,22,1
2105,22,1
2146,22,0
3482,22,1
325,23,1
2030,23,1
2566,23,0
3360,23,1
76,24,1
319,24,0
549,24,0
1022,24,0
2853,25,0
307,26,1
1018,26,1
1250,26,1
2185,26,1
2469,26,0
2495,26,1
3112,26,1
51,27,1
224,27,1
256,27,1
301,27,1
368,27,1
1402,27,1
3311,27,0
3312,27,0
3423,27,0
3857,27,0
3900,27,0
1249,28,1
2192,28,1
235,29,1
3091,29,0
177,30,1
285,30,1
350,30,1
615,30,1
669,30,1
805,30,1
807,30,1
940,30,1
1022,30,0
1091,30,1
1313,30,1
1338,30,0
1405,30,0
1459,30,1
1583,30,1
1882,30,1
1918,30,1
1950,30,1
2005,30,1
2389,30,1
2464,30,1
2634,30,1
2675,30,0
2765,30,1
2801,30,1
3130,30,0
3257,30,1
3477,30,1
3756,30,1
1036,31,0
3852,32,1
2575,33,1
2192,34,1
3124,34,1
3594,34,0
439,35,1
777,35,1
2333,35,1
2579,35,1
2999,35,1
3879,35,0
1300,36,1
1905,36,1
3119,36,1
258,37,1
730,38,0
735,38,1
1741,38,1
2798,38,1
2964,38,1
3108,38,1
1022,39,0
1086,39,1
1789,39,1
3894,39,1
424,40,1
1677,40,0
48,41,0
1568,41,0
959,42,1
1842,42,1
2388,42,1
1674,43,1
2017,43,0
3244,43,0
3424,43,0
474,44,1
519,44,1
718,44,1
745,44,1
936,44,1
1045,44,1
1064,44,1
1431,44,1
1491,44,1
1638,44,0
3390,44,0
3486,44,1
3521,44,1
3559,44,0
3567,44,1
3858,44,1
1512,45,0
2039,46,0
3317,46,1
192,47,0
3112,47,1
41,48,1
558,48,1
994,49,1
1868,49,1
2052,49,1
3277,49,1
3607,49,1
3714,49,1
752,50,0
27,51,1
179,51,1
752,51,0
1508,52,1
206,53,0
532,53,1
541,53,1
621,53,0
707,53,0
925,53,0
940,53,1
1088,53,1
1130,53,1
1201,53,1
1202,53,1
1281,53,0
1530,53,1
1749,53,1
1843,53,0
1849,53,0
1885,53,0
1891,53,0
1918,53,1
1932,53,1
2037,53,0
2093,53,1
2118,53,1
2407,53,1
2510,53,1
2645,53,1
2856,53,1
2922,53,1
2931,53,1
3075,53,1
3117,53,1
3223,53,0
3387,53,0
3390,53,1
3404,53,1
3526,53,1
3545,53,1
3566,53,1
3654,53,1
3731,53,1
3744,53,1
3887,53,0
463,54,1
505,54,1
1167,54,1
2027,54,0
2638,54,0
1191,55,0
1639,55,1
354,56,0
2865,56,0
3784,56,0
1071,57,1
1099,57,0
2222,57,1
583,58,0
2318,58,0
652,59,0
2482,59,0
2533,59,1
363,60,1
570,60,1
1279,60,1
2577,60,0
2767,60,0
3097,60,0
21,61,1
852,61,1
1288,61,1
1787,61,0
2005,61,1
2721,61,0
3066,61,0
3322,61,1
3547,61,1
2500,62,1
3132,62,0
310,63,1
388,63,1
3430,63,0
1935,64,0
2595,64,1
3152,64,1
293,65,0
2479,65,0
93,66,0
1428,66,1
1658,66,1
2020,66,1
2751,66,1
3070,66,1
1748,67,1
1807,67,1
2311,68,1
180,69,0
312,70,1
1033,70,0
1599,70,1
2545,70,1
2566,70,1
2601,70,1
3081,71,1
1842,72,1
2999,72,1
3145,73,1
3582,73,0
2481,74,1
537,75,0
3257,75,1
12,76,1
24,76,1
116,76,1
1006,76,1
1294,76,1
1775,76,0
1949,76,1
3519,76,0
3533,76,0
684,77,0
688,77,1
1019,77,1
1621,77,1
1819,77,1
2,78,0
459,78,1
540,78,0
735,78,1
1116,78,0
1118,78,1
1281,78,0
1363,78,1
2009,78,1
2028,78,1
2235,78,1
3844,78,0
3879,79,0
2100,80,1
3858,80,0
1250,81,1
2745,81,1
1308,82,0
3310,82,1
1426,83,1
3548,83,1
183,84,1
383,84,1
977,84,0
1520,84,1
1779,84,0
1235,85,1
256,86,1
474,86,0
908,86,1
2629,86,1
392,87,1
249,88,0
254,88,0
503,88,1
625,88,0
936,88,1
999,88,1
1180,88,1
1267,88,1
1301,88,0
1492,88,1
1620,88,1
1704,88,1
1785,88,1
2039,88,0
2060,88,1
2436,88,1
2883,88,1
3075,88,1
3342,88,1
3469,88,1
3582,88,1
3858,88,0
1178,89,0
1395,90,1
